ID,COU,RES,SITE,SITE_ID,PLOT,Date,Microsite,ID_Microsite,diameter_1(cm),diameter_2(cm),canopy area (cm2),Number of replicate,Quadrat,Species within quadrat,Number of individuals,Cover (%)
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,3,,Galium tenuissimum,2,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,90,85,24033.24,4,,Cerasus pseudoprostrata ,20,10
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,90,85,24033.24,4,,Haplophyllum acutifolium,25,5
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,90,85,24033.24,4,,Convolvulus commutatus,15,4
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,90,85,24033.24,4,,Inula oculus-christi,2,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,90,85,24033.24,4,,Stachys turcomanica ,20,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,90,85,24033.24,4,,Phlomis herba-venti,2,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,90,85,24033.24,4,,Centaurea kotschyi,2,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,90,85,24033.24,4,,Medicago sativa,3,10
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,90,85,24033.24,4,,Crataegus azarolus,5,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,90,85,24033.24,4,,Dactylis glomerata,8,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,90,85,24033.24,4,,Melica ciliata,10,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,4,,Astragalus sp,2,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,4,,Echinops ritrodes,17,5
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,4,,Haplophyllum acutifolium,5,4
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,4,,Convolvulus commutatus,8,4
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,4,,Cerasus pseudoprostrata ,0.5,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,4,,Stipa lessingiana,15,4
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,4,,Festuca valesiaca,5,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,4,,Stachys turcomanica ,20,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,280,260,228708.48,5,,Cerasus pseudoprostrata ,40,30
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,280,260,228708.48,5,,Melica ciliata,15,4
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,280,260,228708.48,5,,Centaurea kotschyi,6,10
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,280,260,228708.48,5,,Potentilla recta,3,8
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,280,260,228708.48,5,,Asperula arvensis,3,4
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,280,260,228708.48,5,,Inula oculus-christi,5,7
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,280,260,228708.48,5,,Stachys turcomanica ,15,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,280,260,228708.48,5,,Echinops ritrodes,2,5
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,280,260,228708.48,5,,Phlomis herba-venti,2,4
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,280,260,228708.48,5,,Dactylis glomerata,6,8
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,280,260,228708.48,5,,Stipa lessingiana,6,10
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,280,260,228708.48,5,,Festuca valesiaca,5,10
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,5,,Centaurea kotschyi,4,5
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,5,,Haplophyllum acutifolium,4,8
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,5,,Stipa lessingiana,7,12
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,5,,Stachys turcomanica ,30,6
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,5,,Asperula arvensis,1,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,5,,Festuca valesiaca,3,5
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,5,,Lappula barbata,0.2,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,5,,Scabiosa rotata,0.5,30
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,130,120,49008.96,6,,Festuca valesiaca,40,6
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,130,120,49008.96,6,,Galium tenuissimum,26,13
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,130,120,49008.96,6,,Haplophyllum acutifolium,4,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,130,120,49008.96,6,,Dactylis glomerata,30,13
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,130,120,49008.96,6,,Convolvulus commutatus,35,6
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,130,120,49008.96,6,,Hypericum elongatum,2,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,130,120,49008.96,6,,Centaurea sp,1,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,130,120,49008.96,6,,Asperula arvensis,2,5
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,6,,Cousinia decipiens,5,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,6,,Stachys turcomanica ,40,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,6,,onobrychis sintenisii,2,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,6,,Echinops ritrodes,3,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,6,,Kochia prostrata,0.1,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,6,,Scabiosa rotata,1,5
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,6,,Stipa lessingiana,30,6
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,6,,Convolvulus commutatus,15,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,6,,Phlomis herba-venti,0.5,0.5
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,140,120,52778.88,7,,Inula oculus-christi,2,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,140,120,52778.88,7,,Medicago sativa,2,4
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,140,120,52778.88,7,,Stachys turcomanica ,20,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,140,120,52778.88,7,,Asparagus verticillatus,4,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,140,120,52778.88,7,,Rhamnus pallasii,16,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,140,120,52778.88,7,,Dianthus orientalis,8,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,140,120,52778.88,7,,Hypericum elongatum,1,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,140,120,52778.88,7,,Asperula arvensis,15,6
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,140,120,52778.88,7,,Centaurea sp,2,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,140,120,52778.88,7,,Dactylis glomerata,10,6
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,140,120,52778.88,7,,Convolvulus commutatus,7,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,140,120,52778.88,7,,Stipa lessingiana,30,5
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,7,,Salvia virgata,2,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,7,,Asperula arvensis,5,6
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,7,,Stachys turcomanica ,25,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,7,,Haplophyllum acutifolium,7,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,7,,Echinops ritrodes,1,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,7,,Medicago sativa,1,5
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,7,,Scabiosa rotata,0.5,4
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,7,,Stipa lessingiana,40,7
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,7,,Kochia prostrata,4,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,7,,Festuca valesiaca,4,4
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,7,,Inula oculus-christi,3,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,200,170,106814.4,8,,Melica ciliata,10,5
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,200,170,106814.4,8,,Salvia virgata,3,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,200,170,106814.4,8,,onobrychis sintenisii,15,5
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,200,170,106814.4,8,,Teucrium chamaedrys,4,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,200,170,106814.4,8,,Inula oculus-christi,4,5
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,200,170,106814.4,8,,Cerasus pseudoprostrata,3,4
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,200,170,106814.4,8,,Medicago sativa,2,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,200,170,106814.4,8,,Eryngium caucasicum,1,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,200,170,106814.4,8,,Stipa lessingiana,30,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,200,170,106814.4,8,,Hypericum elongatum,1,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,200,170,106814.4,8,,Dactylis glomerata,5,4
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,200,170,106814.4,8,,Centaurea sp,0.5,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,200,170,106814.4,8,,Asperula arvensis,2,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,200,170,106814.4,8,,Kochia prostrata,2,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,200,170,106814.4,8,,Scabiosa rotata,0.5,7
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,8,,Stipa lessingiana,35,8
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,8,,Stachys turcomanica ,9,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,8,,Centaurea sp,0.5,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,8,,Asperula arvensis,5,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,8,,onobrychis sintenisii,3,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,8,,Festuca valesiaca,5,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,8,,Scabiosa rotata,0.5,8
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,8,,Kochia prostrata,5,14
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,8,,Inula oculus-christi,3,8
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,8,,Centaurea kotschyi ,1,4
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,8,,Festuca valesiaca,3,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,210,120,79168.32,9,,Centaurea kotschyi ,30,18
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,210,120,79168.32,9,,Teucrium chamaedrys,6,7
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,210,120,79168.32,9,,Centaurea sp,4,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,210,120,79168.32,9,,Dactylis glomerata,7,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,210,120,79168.32,9,,Asperula arvensis,8,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,210,120,79168.32,9,,Cerasus pseudoprostrata,25,5
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,210,120,79168.32,9,,Crataegus azarolus ,15,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,210,120,79168.32,9,,Stipa lessingiana,5,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,210,120,79168.32,9,,Festuca valesiaca,15,4
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,9,,Stipa lessingiana,50,15
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,9,,Hypericum elongatum,1,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,9,,Asperula arvensis,6,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,9,,Kochia prostrata,1,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,9,,Scabiosa rotata,0.5,4
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,9,,Inula oculus-christi,9,5
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,9,,Echinops ritrodes,8,4
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,9,,Phlomis herba-venti,3,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,10,,Cerasus pseudoprostrata,35,20
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,10,,Medicago sativa,10,20
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,10,,Phlomis herba-venti,25,10
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,10,,Stipa lessingiana,8,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,10,,Asperula arvensis,7,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,10,,Dactylis glomerata,15,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,10,,Melica ciliata,10,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,10,,Hypericum elongatum,3,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,10,,Lappula barbata,0.1,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,10,,Convolvulus commutatus,8,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,10,,Stachys turcomanica ,8,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,10,,Asperula arvensis,25,5
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,10,,Phlomis herba-venti,20,8
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,10,,Stipa lessingiana,80,8
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,10,,Medicago sativa,1,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,10,,Inula oculus-christi,1,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,11,,Asperula arvensis,10,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,11,,Salvia virgata,5,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,11,,Phlomis herba-venti,5,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,11,,Cousinia decipiens,6,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,11,,Convolvulus commutatus,35,5
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,11,,Stachys turcomanica ,35,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,11,,Achillea biebersteinii,5,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,11,,Agropyron trichophorum,4,10
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,11,,Dactylis glomerata,8,4
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,11,,Crupina vulgaris,1,5
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,11,,Haplophyllum acutifolium,1,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,11,,onobrychis sintenisii,15,6
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,11,,Stipa lessingiana,13,4
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,11,,Galium tenuissimum,5,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,200,150796.8,11,,Medicago sativa,2,8
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,11,,Stachys turcomanica ,35,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,11,,Phlomis herba-venti,20,14
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,11,,Stipa lessingiana,25,11
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,11,,Inula oculus-christi,1,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,11,,Cousinia decipiens,10,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,11,,Asperula arvensis,1,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,11,,Medicago sativa,1,7
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,11,,Festuca valesiaca,2,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,11,,Scabiosa rotata,0.5,5
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,11,,Dianthus orientalis,2,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,11,,Crupina vulgaris,0.5,5
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,110,82938.24,12,,Inula oculus-christi,8,5
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,110,82938.24,12,,onobrychis sintenisii,20,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,110,82938.24,12,,Asperula arvensis,25,6
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,110,82938.24,12,,Crupina vulgaris,2,6
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,110,82938.24,12,,Dactylis glomerata,5,4
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,110,82938.24,12,,Rhamnus pallasii,30,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,110,82938.24,12,,Stipa lessingiana,25,4
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,110,82938.24,12,,Convolvulus commutatus,20,4
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,12,,Haplophyllum acutifolium,25,6
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,12,,Astragalus sp,3,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,12,,Phlomis herba-venti,10,8
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,12,,Echinops ritrodes,4,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,12,,Stipa lessingiana,30,7
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,12,,Convolvulus commutatus,15,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,110,82938.24,13,,Centaurea kotschyi,60,50
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,110,82938.24,13,,onobrychis sintenisii,30,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,110,82938.24,13,,Convolvulus commutatus,15,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,110,82938.24,13,,Agropyron trichophorum,10,20
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,110,82938.24,13,,Dactylis glomerata,18,4
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,110,82938.24,13,,Rhamnus pallasii,7,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,110,82938.24,13,,Salvia virgata,5,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,110,82938.24,13,,Stipa lessingiana,20,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,110,82938.24,13,,Asperula arvensis,5,3
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,13,,Salvia virgata,8,4
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,13,,Centaurea kotschyi,7,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,13,,Agropyron trichophorum,8,30
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,13,,Stipa lessingiana,50,17
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,13,,Potentilla recta,1,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,13,,Scabiosa rotata,0.5,5
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,13,,Medicago sativa,2,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,1,bare,,,,13,,Echinops ritrodes,1,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,270,203575.68,14,,Centaurea kotschyi,50,100
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,270,203575.68,14,,Stipa lessingiana,35,8
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,270,203575.68,14,,Kochia prostrata,3,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,270,203575.68,14,,Centaurea sp,3,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,270,203575.68,14,,Asparagus verticillatus,4,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,270,203575.68,14,,Agropyron trichophorum,10,1
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,270,203575.68,14,,Dactylis glomerata,5,2
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,270,203575.68,14,,Festuca valesiaca,10,4
139,Iran,"Abedi, Mehdi",Lohondor,42,3,28-Jun-16,2,Paliurus spina,240,270,203575.68,14,,Phlomis cancellata,5,1
