ID,COU,RES,SITE,SITE_ID,PLOT,Date,Microsite,ID_Microsite,diameter_1(cm),diameter_2(cm),canopy area (cm2),Number of replicate,Quadrat,Species within quadrat,Cover (%),Number of individuals
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,140,150,,1,,Amelichloa ambigua,10,1
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,140,150,,1,,Sphaeralcea mendocina,1,2
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,140,150,,1,,Nassella longiglumis,70,18
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,140,150,,1,,Baccharis ulicina,5,1
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,140,150,,1,,Conyza lorentzii,1,2
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,140,150,,1,,Nassella tenuis,1,2
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,140,150,,1,,Glandularia parodii,20,3
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,2,Bare,,,,1,,Amelichloa ambigua,10,1
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,2,Bare,,,,1,,Sphaeralcea mendocina,1,7
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,2,Bare,,,,1,,Nassella longiglumis,70,45
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,2,Bare,,,,1,,Nassella tenuis,1,3
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,250,220,,2,,Pappostipa humilis,1,2
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,250,220,,2,,Lycium chilense,65,
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,250,220,,2,,Schinus johnstonii,1,1
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,250,220,,2,,Conyza lorentzii,1,4
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,250,220,,2,,Ephedra triandra,60,
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,250,220,,2,,Biological crust (moss),5,
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,250,220,,2,,Nassella longiglumis,40,20
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,250,220,,2,,Aloysia gratissima ,1,1
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,250,220,,2,,Nassella tenuis,8,29
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,250,220,,2,,Sphaeralcea mendocina,1,2
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,250,220,,2,,Baccharis ulicina,1,1
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,250,220,,2,,Pappostipa speciosa,1,1
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,2,Bare,,,,2,,Sphaeralcea mendocina,1,9
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,2,Bare,,,,2,,Nassella longiglumis,30,10
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,2,Bare,,,,2,,Amelichloa ambigua,5,3
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,2,Bare,,,,2,,Baccharis ulicina,5,6
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,2,Bare,,,,2,,Nassella tenuis,5,41
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,210,160,,3,,Nassella longiglumis,60,39
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,210,160,,3,,Sphaeralcea mendocina,1,3
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,210,160,,3,,Conyza lorentzii,1,1
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,210,160,,3,,Nassella tenuis,5,14
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,210,160,,3,,Biological crust (moss),5,
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,210,160,,3,,Pappostipa humilis,5,4
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,2,Bare,,,,3,,Sphaeralcea mendocina,1,5
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,2,Bare,,,,3,,Biological crust (moss),10,
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,2,Bare,,,,3,,Nassella tenuis,30,37
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,2,Bare,,,,3,,Nassella longiglumis,60,153
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,2,Bare,,,,3,,Amelichloa ambigua,5,2
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,260,220,,4,,Lycium chilense,50,
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,260,220,,4,,Ephedra triandra,5,
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,260,220,,4,,Nassella longiglumis,30,
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,260,220,,4,,Biological crust (moss),5,
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,260,220,,4,,Nassella tenuis,10,
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,260,220,,4,,Sphaeralcea mendocina,5,10
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,260,220,,4,,Baccharis ulicina,5,4
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,260,220,,4,,Pappostipa humilis,1,2
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,260,220,,4,,Amelichloa ambigua,30,
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,2,Bare,,,,4,,Amelichloa ambigua,40,
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,2,Bare,,,,4,,Baccharis ulicina,1,3
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,2,Bare,,,,4,,Biological crust (moss),5,
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,2,Bare,,,,4,,Sphaeralcea mendocina,1,18
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,2,Bare,,,,4,,Nassella longiglumis,30,
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,2,Bare,,,,4,,Nassella tenuis,5,
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,2,Bare,,,,4,,Aloysia gratissima ,1,1
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,100,70,,5,,Amelichloa ambigua,50,
16,Argentina,"Peter, Guadalupe",Rio Colorado,6,1,2016/08/01,1,Condalia microphylla,100,70,,5,,Ephedra triandra,10,
