"","country","ID","site_ID","plot","graz","aridity","replicate_no","nurse","NIntc_richness","NIntc_cover","NIntc_shannon","NInta_richness","NInta_cover","NInta_shannon"
"1","algeria",1,1,1,3,0.8301,1,"Stipa tenacissima ",-0.666666666666667,-0.666666666666667,-1,-0.8,-0.8,-1
"2","algeria",1,1,1,3,0.8301,2,"Stipa tenacissima ",-0.333333333333333,-0.6,-0.270579112008208,-0.5,-0.75,-0.425914623420096
"3","algeria",1,1,1,3,0.8301,3,"Stipa tenacissima ",0.666666666666667,0.666666666666667,1,1.33333333333333,1.33333333333333,2
"4","algeria",1,1,1,3,0.8301,4,"Stipa tenacissima ",-0.75,-0.75,-1,-0.857142857142857,-0.857142857142857,-1
"5","algeria",1,1,1,3,0.8301,5,"Stipa tenacissima ",-1,-1,NA,-1,-1,NA
"6","algeria",1,1,1,3,0.8301,6,"Stipa tenacissima ",0.333333333333333,0,0.420619835714305,0.666666666666667,0,0.84123967142861
"7","algeria",1,1,1,3,0.8301,7,"Stipa tenacissima",0.5,0.5,1,1,1,2
"8","algeria",1,1,1,3,0.8301,8,"Stipa tenacissima",-0.666666666666667,-0.666666666666667,-1,-0.8,-0.8,-1
"9","algeria",1,1,1,3,0.8301,9,"Stipa tenacissima",1,1,NA,2,2,NA
"10","algeria",1,1,1,3,0.8301,10,"Stipa tenacissima",1,1,NA,2,2,NA
"11","algeria",1,1,1,3,0.8301,11,"Stipa tenacissima",-0.5,-0.5,-0.5,-0.666666666666667,-0.666666666666667,-0.666666666666667
"12","algeria",1,1,1,3,0.8301,12,"Stipa tenacissima",-0.333333333333333,-0.333333333333333,-0.369070246428543,-0.5,-0.5,-0.53915457938163
"13","algeria",1,1,1,3,0.8301,13,"Stipa tenacissima",-1,-1,NA,-1,-1,NA
"14","algeria",1,1,1,3,0.8301,14,"Stipa tenacissima",1,1,NA,2,2,NA
"15","algeria",1,1,1,3,0.8301,15,"Stipa tenacissima",0.5,0.5,1,1,1,2
"16","algeria",1,1,1,3,0.8301,16,"Stipa tenacissima",1,1,NA,2,2,NA
"17","algeria",1,1,1,3,0.8301,17,"Stipa tenacissima",-1,-1,NA,-1,-1,NA
"18","algeria",1,1,1,3,0.8301,18,"Stipa tenacissima",-0.5,-0.5,-0.5,-0.666666666666667,-0.666666666666667,-0.666666666666667
"19","algeria",1,1,1,3,0.8301,19,"Stipa tenacissima",0,0,NA,0,0,NA
"20","algeria",1,1,1,3,0.8301,20,"Stipa tenacissima",0,-0.904761904761905,0.723804572352061,0,-0.95,1.44760914470412
"21","algeria",1,1,1,3,0.8301,21,"Stipa tenacissima",-1,-1,NA,-1,-1,NA
"22","algeria",1,1,1,3,0.8301,22,"Stipa tenacissima",0,0.0909090909090909,NA,0,0.181818181818182,NA
"23","algeria",1,1,1,3,0.8301,23,"Stipa tenacissima",-1,-1,NA,-1,-1,NA
"24","algeria",1,1,1,3,0.8301,24,"Stipa tenacissima",NA,NA,NA,NA,NA,NA
"25","algeria",1,1,1,3,0.8301,25,"Stipa tenacissima",0.5,0.5,1,1,1,2
"26","algeria",2,1,2,2,0.8317,1,"Stipa tenacissima",-0.5,-0.75,-1,-0.666666666666667,-0.857142857142857,-1
"27","algeria",2,1,2,2,0.8317,2,"Stipa tenacissima",0.5,0,1,1,0,2
"28","algeria",2,1,2,2,0.8317,3,"Stipa tenacissima",-0.8,-0.888888888888889,-1,-0.888888888888889,-0.941176470588235,-1
"29","algeria",2,1,2,2,0.8317,4,"Stipa tenacissima",-0.25,-0.4,-0.175326847587373,-0.4,-0.571428571428571,-0.298345686473973
"30","algeria",2,1,2,2,0.8317,5,"Stipa tenacissima",0,0,0,0,0,0
"31","algeria",2,1,2,2,0.8317,6,"Stipa tenacissima",0,-0.5,NA,0,-0.666666666666667,NA
"32","algeria",2,1,2,2,0.8317,7,"Stipa tenacissima",0,0,0,0,0,0
"33","algeria",2,1,2,2,0.8317,8,"Stipa tenacissima",-0.5,-0.8,-1,-0.666666666666667,-0.888888888888889,-1
"34","algeria",2,1,2,2,0.8317,9,"Stipa tenacissima",-1,-1,NA,-1,-1,NA
"35","algeria",2,1,2,2,0.8317,10,"Stipa tenacissima",-0.75,-0.956521739130435,-1,-0.857142857142857,-0.977777777777778,-1
"36","algeria",2,1,2,2,0.8317,11,"Stipa tenacissima",-0.5,-0.75,-1,-0.666666666666667,-0.857142857142857,-1
"37","algeria",2,1,2,2,0.8317,12,"Stipa tenacissima",-0.5,-0.5,-1,-0.666666666666667,-0.666666666666667,-1
"38","algeria",2,1,2,2,0.8317,13,"Stipa tenacissima",-0.5,-0.6,-0.479689171171304,-0.666666666666667,-0.75,-0.648364778923925
"39","algeria",2,1,2,2,0.8317,14,"Stipa tenacissima",-0.666666666666667,-0.75,-1,-0.8,-0.857142857142857,-1
"40","algeria",2,1,2,2,0.8317,15,"Stipa tenacissima",-0.833333333333333,-0.777777777777778,-1,-0.909090909090909,-0.875,-1
"41","algeria",2,1,2,2,0.8317,16,"Stipa tenacissima",-0.75,-0.833333333333333,-1,-0.857142857142857,-0.909090909090909,-1
